City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
151,ponta delgada,37.7333,-25.6667,57.92,54,75,8.05,PT,1709597062
152,margate,51.3813,1.3862,45.9,79,100,17.05,GB,1709596831
153,dongsheng,39.8161,109.9776,24.82,87,89,13.73,CN,1709597063
154,hermanus,-34.4187,19.2345,58.8,85,67,13.04,ZA,1709597064
155,ust-nera,64.5667,143.2,-2.74,96,99,1.79,RU,1709597066
156,kurmuk,10.55,34.2833,77.67,17,61,3.6,SD,1709597067
157,keren,15.7778,38.4581,66.47,78,66,5.37,ER,1709597068
158,invercargill,-46.4,168.35,48.02,78,99,20.0,NZ,1709596852
159,mabaruma,8.2,-59.7833,76.93,83,43,5.37,GY,1709597070
160,miquelon,47.0975,-56.3814,28.4,59,7,6.51,PM,1709597071
161,keflavik,64.0049,-22.5624,42.71,87,40,17.27,IS,1709597072
162,znamenskoye,57.1281,73.8282,26.89,94,100,13.42,RU,1709597073
163,port moresby,-9.4431,147.1797,84.65,72,100,2.13,PG,1709597074
164,geraldton,-28.7667,114.6,70.21,83,0,9.22,AU,1709597005
165,tsiombe,-25.3,45.4833,76.46,86,52,5.73,MG,1709597076
166,saurimo,-9.6608,20.3916,65.88,95,100,4.34,AO,1709597077
167,namibe,-15.1961,12.1522,75.18,82,90,7.54,AO,1709597077
168,olonkinbyen,70.9221,-8.7187,33.51,99,100,14.05,SJ,1709597078
169,vorgashor,67.5833,63.95,-2.07,98,90,5.08,RU,1709597079
170,kayangel,8.0823,134.7173,81.23,76,100,20.98,PW,1709597080
171,alesund,62.4723,6.1549,45.52,61,20,6.91,NO,1709597081
172,college,64.8569,-147.8028,21.07,44,100,3.44,US,1709597081
173,lewistown,40.5992,-77.5714,62.01,59,75,9.22,US,1709596982
174,punta arenas,-53.15,-70.9167,55.51,71,0,8.05,CL,1709596824
175,gorontalo,0.5412,123.0595,79.48,89,96,3.04,ID,1709597084
176,moose jaw,50.4001,-105.5344,3.47,60,40,17.27,CA,1709597085
177,nabire,-3.3667,135.4833,82.89,79,100,0.29,ID,1709597086
178,arawa,-6.2132,155.5367,85.14,76,80,3.89,PG,1709597087
179,kodiak,57.79,-152.4072,33.31,100,100,3.44,US,1709597088
180,el bayadh,33.6832,1.0193,43.05,87,4,3.76,DZ,1709597088
181,klyuchi,52.2667,79.1667,11.41,93,100,11.27,RU,1709597089
182,kununurra,-15.7667,128.7333,82.38,89,100,2.3,AU,1709597090
183,ancud,-41.8697,-73.8203,54.66,83,4,4.38,CL,1709597091
184,coquimbo,-29.9533,-71.3436,65.93,82,75,9.22,CL,1709596996
185,kuqa,41.7278,82.9364,31.64,43,64,4.14,CN,1709597093
186,tolanaro,-25.0319,46.9987,77.07,100,40,16.11,MG,1709597093
187,inhambane,-23.865,35.3833,75.58,87,0,6.91,MZ,1709597094
188,brookings,44.3114,-96.7984,37.4,49,0,9.22,US,1709596912
189,yeniseysk,58.4497,92.1703,8.37,98,99,2.77,RU,1709597096
190,qarauyl,48.9451,79.255,4.35,86,34,8.37,KZ,1709597097
191,viseu,40.661,-7.9097,45.86,94,59,3.18,PT,1709597098
192,puerto madero,14.7208,-92.4215,86.2,58,40,8.05,MX,1709597098
193,zhanaozen,43.3,52.8,31.41,48,0,10.09,KZ,1709596932
194,ujae,8.9322,165.7642,80.47,75,88,25.21,MH,1709597100
195,ha'il,27.5219,41.6907,53.62,43,0,2.3,SA,1709597101
196,micheweni,-4.9667,39.8333,82.76,78,100,6.58,TZ,1709597102
197,happy valley-goose bay,53.3168,-60.3315,16.11,41,75,5.75,CA,1709597106
198,santa cruz de tenerife,28.4682,-16.2546,67.62,92,100,6.91,ES,1709596937
199,marka,1.7159,44.7717,80.65,88,85,16.64,SO,1709597119
200,panguipulli,-39.6333,-72.3333,65.01,43,1,2.15,CL,1709597120
201,nurota,40.5614,65.6886,34.0,62,0,3.4,UZ,1709597121
202,fale old settlement,-9.3852,-171.2468,84.15,76,77,8.08,TK,1709597122
203,diego martin,10.7005,-61.5342,77.14,83,16,9.17,TT,1709597123
204,mahina,-17.5065,-149.489,89.37,62,40,6.91,PF,1709597129
205,angel r. cabada,18.5833,-95.4333,82.24,63,51,10.54,MX,1709597131
206,gejiu,23.306,103.1635,51.24,48,58,2.37,CN,1709597132
207,kolpashevo,58.3131,82.9089,15.12,95,100,8.99,RU,1709597133
208,vila franca do campo,37.7167,-25.4333,57.61,67,62,4.81,PT,1709597134
209,can,40.0333,27.0524,53.62,79,32,3.18,TR,1709597135
210,peebles,55.6519,-3.1888,44.53,90,100,4.0,GB,1709597135
211,haiku-pauwela,20.9219,-156.3051,80.62,64,20,21.85,US,1709597136
212,nagato,34.3833,131.2,46.22,92,100,11.07,JP,1709597137
213,waterford,42.7023,-83.4027,70.0,73,85,9.57,US,1709596988
214,tashla,51.7716,52.7427,-3.48,100,68,1.41,RU,1709597139
215,aras-asan,8.8908,126.3033,78.93,75,25,3.87,PH,1709597140
216,palmer,42.1584,-72.3287,53.33,72,75,7.0,US,1709597140
217,malka,43.8039,43.3242,38.28,94,85,2.26,RU,1709597141
218,mariinsk,56.2139,87.7472,16.72,91,99,8.41,RU,1709597142
219,meads,38.4126,-82.7091,63.88,68,0,0.0,US,1709597143
220,rio grande,-32.035,-52.0986,66.94,56,91,10.54,BR,1709597144
221,neiafu,-18.65,-173.9833,86.68,74,40,12.66,TO,1709597145
222,praia da vitoria,38.7333,-27.0667,55.76,71,75,7.83,PT,1709597146
223,nadym,65.5333,72.5167,-16.89,100,97,5.95,RU,1709597147
224,anaconda,46.1285,-112.9423,25.79,70,100,7.45,US,1709597148
225,minab,27.1467,57.0801,64.83,74,79,1.61,IR,1709597149
226,mogocha,53.7333,119.7667,-4.61,89,12,1.45,RU,1709597150
227,tamanrasset,22.785,5.5228,53.51,13,0,4.61,DZ,1709597151
228,nantucket,41.2835,-70.0995,42.94,100,100,9.22,US,1709597151
229,narok,-1.0783,35.8601,60.96,81,100,1.41,KE,1709597153
230,whitehorse,60.7161,-135.0538,13.01,45,20,11.5,CA,1709596904
231,kingscliff,-28.2667,153.5667,74.73,100,75,6.91,AU,1709597155
232,zouerate,22.7187,-12.4521,64.17,34,0,4.12,MR,1709597155
233,kisesa,-3.0833,34.15,63.99,87,100,6.38,TZ,1709597156
234,howrah,22.5892,88.3103,73.4,88,40,5.75,IN,1709597157
235,betim,-19.9678,-44.1983,76.64,94,23,3.6,BR,1709597158
236,swansea,51.6208,-3.9432,46.27,92,87,16.91,GB,1709596890
237,pandan,14.0453,124.1694,79.43,70,9,10.0,PH,1709597160
238,paradip garh,20.3167,86.6167,74.3,84,29,5.5,IN,1709597162
239,hammerfest,70.6634,23.6821,27.05,100,0,2.3,NO,1709597163
240,jean-rabel,19.8533,-73.1917,76.6,78,10,13.82,HT,1709597164
241,kruisfontein,-34.0033,24.7314,60.89,92,52,5.41,ZA,1709597165
242,kerikeri,-35.2268,173.9474,65.91,80,44,5.01,NZ,1709597166
243,pyriatyn,50.2445,32.5107,34.43,85,77,5.64,UA,1709597167
244,fort bragg,35.139,-79.006,66.04,69,100,5.75,US,1709597168
245,nelson,-41.2833,173.2833,62.29,75,68,3.0,NZ,1709597169
246,uturoa,-16.7333,-151.4333,83.73,74,56,14.9,PF,1709597170
247,kolondieba,11.0882,-6.8926,88.77,27,97,2.55,ML,1709597170
248,chulym,55.0997,80.9572,23.43,96,99,12.57,RU,1709597171
249,walvis bay,-22.9575,14.5053,63.55,82,100,13.98,NA,1709597172
250,callao,-12.0667,-77.15,77.29,73,0,12.66,PE,1709597173
251,pacific grove,36.6177,-121.9166,58.69,68,0,8.05,US,1709597174
252,pyhajarvi,67.0701,27.2176,23.97,98,99,4.43,FI,1709597175
253,arauco,-37.2463,-73.3175,58.91,67,8,9.98,CL,1709597176
254,zalingei,12.9096,23.4741,76.23,17,1,5.14,SD,1709597176
255,ormara,25.2088,64.6357,65.64,39,12,5.93,PK,1709597177
256,nizhneudinsk,54.9076,99.0276,12.69,93,100,2.15,RU,1709597178
257,manoharpur,27.3,75.95,46.81,30,16,6.24,IN,1709597179
258,saint-joseph,-21.3667,55.6167,75.58,86,97,7.63,RE,1709597180
259,ghadamis,30.1337,9.5007,53.53,30,0,6.13,LY,1709597181
260,windhoek,-22.5594,17.0832,66.11,39,7,2.3,NA,1709597183
261,xai-xai,-25.0519,33.6442,74.41,82,0,9.69,MZ,1709597183
262,ulladulla,-35.35,150.4667,69.55,54,42,6.26,AU,1709597184
263,talnakh,69.4865,88.3972,-0.54,94,89,4.88,RU,1709597185
264,puerto san jose,13.9256,-90.8244,86.05,64,20,9.22,GT,1709597186
265,shakawe,-18.3667,21.85,73.65,47,66,3.36,BW,1709597187
266,horta,38.5333,-28.6333,54.01,81,93,5.99,PT,1709597188
267,nkove,-7.95,30.85,73.54,79,100,4.38,TZ,1709597188
268,isangel,-19.55,169.2667,89.71,74,75,8.05,VU,1709597189
269,san francisco de la paz,14.9,-86.2,92.91,36,7,5.19,HN,1709597190
270,ardanuc,41.1274,42.0629,44.58,87,79,2.04,TR,1709597192
271,tralee,52.2704,-9.7026,44.06,93,100,26.96,IE,1709597192
272,kintampo,8.0563,-1.7306,84.38,54,23,5.97,GH,1709597193
273,saint-pierre,-21.3393,55.4781,76.68,78,0,3.44,RE,1709597194
274,biltine,14.5333,20.9167,79.75,12,7,8.72,TD,1709597195
275,kotma,23.2,81.9667,58.55,38,1,4.65,IN,1709597196
276,gusev,54.5922,22.1997,35.96,89,100,15.05,RU,1709597197
277,kakching,24.4833,93.9833,51.17,92,2,2.15,IN,1709597198
278,forres,57.6113,-3.6108,40.96,77,20,10.36,GB,1709597199
279,tura,25.5198,90.2201,61.93,79,35,3.89,IN,1709597200
280,hotan,37.0997,79.9269,34.18,61,91,3.51,CN,1709597201
281,saint croix,17.7397,-64.7388,74.95,76,0,4.61,VI,1709597202
282,belmonte,-15.8631,-38.8828,80.01,83,77,3.53,BR,1709597034
283,mirnyy,62.5353,113.9611,0.23,84,100,7.0,RU,1709597204
284,ocozocoautla de espinosa,16.7667,-93.3667,85.6,53,7,9.26,MX,1709597205
285,chifeng,42.2683,118.9636,23.23,72,100,1.99,CN,1709597206
286,piacabucu,-10.4056,-36.4344,81.82,80,3,10.45,BR,1709597130
287,wynyard,-41.0,145.7167,58.91,72,68,8.79,AU,1709597208
288,el nido,11.1858,119.3956,79.81,79,4,13.53,PH,1709597209
289,sol'tsy,58.1239,30.3238,29.61,95,47,7.63,RU,1709597210
290,phalaborwa,-23.943,31.1411,75.7,49,0,1.77,ZA,1709597211
291,aasiaat,68.7098,-52.8699,-8.63,89,23,3.98,GL,1709597212
292,hamilton,39.1834,-84.5333,75.15,51,0,9.22,US,1709596385
293,campoverde,-8.4753,-74.8058,80.29,74,81,2.48,PE,1709597214
294,lancaster,40.2504,-76.2499,58.23,76,90,5.99,US,1709596880
295,hadibu,12.65,54.0333,76.87,80,42,6.71,YE,1709597215
296,kill devil hills,36.0307,-75.676,62.6,97,100,13.8,US,1709597216
297,kourou,5.1552,-52.6478,82.45,88,95,5.95,GF,1709597217
298,arantangi,10.1667,78.9833,71.46,89,49,6.02,IN,1709597218
299,desaguadero,-16.5656,-69.0417,49.77,79,88,5.82,PE,1709597219
300,st. john's,47.5649,-52.7093,23.56,75,0,11.5,CA,1709597063
301,battagram,34.6772,73.0233,35.29,59,100,7.7,PK,1709597221
302,poteau,35.0537,-94.6236,76.75,56,0,5.75,US,1709597066
303,huntsville,34.7304,-86.5861,68.41,81,0,10.36,US,1709596911
304,ixtapa,20.7,-105.2,76.23,69,20,11.5,MX,1709597223
305,harar,9.3094,42.1258,62.96,66,27,3.51,ET,1709597224
306,mahibadhoo,3.7833,72.9667,81.54,74,55,9.95,MV,1709597224
307,bubaque,11.2833,-15.8333,78.17,69,29,16.28,GW,1709597225
308,kavalerovo,44.2661,135.0572,19.54,85,67,5.01,RU,1709597236
309,cockburn town,21.4612,-71.1419,76.17,78,11,20.18,TC,1709597237
310,peterhead,57.5058,-1.7981,43.2,88,41,23.31,GB,1709597238
311,malabar,-33.9667,151.25,76.75,55,75,5.75,AU,1709597239
312,bangassou,4.7413,22.8184,82.69,37,84,2.95,CF,1709597247
313,rongelap,11.1635,166.8941,79.47,79,14,23.06,MH,1709597248
314,alofi,-19.0595,-169.9187,85.89,74,75,10.36,NU,1709597249
315,mitu,1.1983,-70.1733,80.8,72,90,2.1,CO,1709597250
316,carnarvon,-24.8667,113.6333,78.6,66,0,20.54,AU,1709597251
317,baoding,38.8511,115.4903,34.65,89,80,12.21,CN,1709597252
318,palikir - national government center,6.9248,158.1611,84.94,70,100,13.8,FM,1709597163
319,mar del plata,-38.0023,-57.5575,61.95,68,40,11.01,AR,1709597128
320,cannonvale,-20.2833,148.7,83.59,76,52,11.97,AU,1709597256
321,san patricio,28.017,-97.5169,77.54,80,100,9.01,US,1709597257
322,oltinko'l,40.8011,72.1634,34.0,62,85,4.41,UZ,1709597261
323,stroitel',50.7854,36.4831,34.43,68,0,6.71,RU,1709597263
324,sisimiut,66.9395,-53.6735,2.37,75,16,5.79,GL,1709597265
325,brisas de zicatela,15.8369,-97.0419,84.72,74,0,6.91,MX,1709597266
326,sao desiderio,-12.3633,-44.9733,73.53,90,100,2.39,BR,1709596986
327,padang,-0.9492,100.3543,78.85,92,100,4.29,ID,1709597209
328,clinton,42.587,-82.9199,68.32,70,75,8.05,US,1709597268
329,selfoss,63.9331,-20.9971,33.71,93,85,8.41,IS,1709597269
330,nizhniy odes,63.6445,54.856,0.18,86,27,10.54,RU,1709597270
331,neon karlovasion,37.7903,26.7044,61.92,80,14,20.2,GR,1709597271
332,udachny,66.4167,112.4,-10.19,100,99,2.89,RU,1709597272
333,nuuk,64.1835,-51.7216,14.61,67,14,11.5,GL,1709597046
334,wuxi,31.5689,120.2886,49.28,98,100,7.63,CN,1709597273
335,aioun,16.6614,-9.6149,76.73,14,1,11.39,MR,1709597274
336,dryden,49.7833,-92.7503,17.26,78,98,10.25,CA,1709597275
337,zheleznogorsk-ilimskiy,56.5768,104.1217,10.36,97,100,5.01,RU,1709597276
338,pokhara,28.2333,83.9833,55.6,30,0,7.2,NP,1709597102
339,yuzhno-kurilsk,44.0306,145.8556,22.37,79,25,7.0,RU,1709597278
340,kokemaki,61.2565,22.3564,35.38,93,100,6.11,FI,1709597279
341,iwanai,42.9744,140.5089,30.49,59,98,13.2,JP,1709597280
342,coihueco,-36.6167,-71.8333,72.34,31,0,0.0,CL,1709597281
343,pangai,-19.8,-174.35,82.38,75,85,11.39,TO,1709597282
344,morehead city,34.7229,-76.726,61.02,88,100,13.8,US,1709597283
345,veraval,20.9,70.3667,66.79,28,0,9.42,IN,1709597284
346,chadan,51.2833,91.5833,2.84,92,100,1.9,RU,1709597285
347,ahmadpur east,29.1431,71.2598,53.8,24,58,6.8,PK,1709597287
348,smithers,54.7804,-127.1743,18.93,66,66,0.92,CA,1709597288
349,puerto baquerizo moreno,-0.9,-89.6,78.85,69,6,2.44,EC,1709597290
350,vilyuchinsk,52.9306,158.4028,19.92,74,32,6.13,RU,1709597291
351,sebastopol,44.6,33.5333,43.0,61,4,4.5,UA,1709597085
352,childress,34.4264,-100.204,71.85,18,0,9.22,US,1709597211
353,greenville,35.6127,-77.3663,56.14,99,100,8.05,US,1709597138
354,naryn,41.4287,75.9911,-0.22,75,10,10.18,KG,1709597295
355,shitanjing,39.2342,106.3439,25.86,45,77,7.72,CN,1709597298
356,kindberg,47.5,15.45,47.16,95,69,3.42,AT,1709597299
357,rabo de peixe,37.8,-25.5833,56.71,54,75,8.05,PT,1709597300
358,arraial do cabo,-22.9661,-42.0278,77.56,89,0,16.55,BR,1709597301
359,selkirk,50.1436,-96.8845,12.34,70,77,7.0,CA,1709597176
360,egilsstadir,65.2653,-14.3948,36.12,97,88,4.14,IS,1709597303
361,bayramaly,37.6185,62.1671,39.42,65,25,7.07,TM,1709597304
362,lohr am main,49.9936,9.5783,46.42,89,99,3.15,DE,1709597306
363,laurel,39.0993,-76.8483,60.91,73,100,13.8,US,1709597306
364,kailua-kona,19.6406,-155.9956,80.56,87,100,10.36,US,1709597307
365,bintulu,3.1667,113.0333,79.66,89,80,2.3,MY,1709597308
366,lompoc,34.6391,-120.4579,63.79,63,0,17.27,US,1709597309
367,ketchikan,55.3422,-131.6461,29.34,46,0,12.66,US,1709597310
368,bikenibeu village,1.3673,173.1241,82.06,83,100,15.23,KI,1709597310
369,mulki,13.1,74.8,76.28,88,20,4.61,IN,1709597311
370,lautoka,-17.6167,177.4667,88.47,59,86,4.16,FJ,1709597312
371,kurumkan,54.3,110.3,-0.87,89,90,5.99,RU,1709597313
372,el calafate,-50.3408,-72.2768,55.71,64,88,6.31,AR,1709597314
373,puttalam,8.0362,79.8283,72.09,90,33,9.53,LK,1709597315
374,gokwe,-18.2048,28.9349,65.61,74,33,3.67,ZW,1709597098
375,uusikaupunki,60.8004,21.4084,30.69,93,76,7.85,FI,1709597316
376,bastia,42.6667,9.3333,56.53,70,0,21.99,FR,1709597317
377,chimbote,-9.0853,-78.5783,74.61,78,90,7.61,PE,1709597318
378,ilinge,-31.9768,27.0427,60.8,71,54,6.71,ZA,1709597319
379,noumea,-22.2763,166.4572,85.98,99,100,5.23,NC,1709597242
380,dawesville,30.9224,-84.0091,72.36,69,75,3.44,US,1709597320
381,jiwani,25.05,61.7417,67.55,49,33,5.3,PK,1709597321
382,tozkhurmato,34.8905,44.6299,53.58,62,34,3.42,IQ,1709597322
383,talakan,50.3167,130.3667,1.29,94,92,1.99,RU,1709597324
384,bermejillo,25.8833,-103.6167,77.04,14,93,14.99,MX,1709597324
385,kangding,30.0513,101.9603,43.43,58,1,5.79,CN,1709597325
386,taunggyi,20.7833,97.0333,56.03,45,5,3.31,MM,1709597326
387,gadzhiyevo,69.2551,33.3362,22.24,97,99,7.58,RU,1709597327
388,kupang,-10.1667,123.5833,84.78,94,20,1.14,ID,1709597328
389,grantsville,40.5999,-112.4644,37.38,45,40,10.36,US,1709597329
390,nizhniy kuranakh,58.8353,125.4869,10.18,94,100,8.88,RU,1709597329
391,hanceville,34.0607,-86.7675,69.71,88,80,6.24,US,1709597331
392,hovd,48.0056,91.6419,9.7,71,100,2.62,MN,1709597332
393,naantali,60.4674,22.0243,34.38,86,100,6.91,FI,1709597333
394,tocopilla,-22.092,-70.1979,72.5,71,13,4.18,CL,1709597334
395,tadine,-21.55,167.8833,82.04,75,94,10.85,NC,1709597335
396,lycksele,64.5954,18.6735,30.43,93,100,0.0,SE,1709597335
397,ilongero,-4.6667,34.8667,61.45,93,100,3.29,TZ,1709597336
398,kidal,18.4411,1.4078,76.32,11,2,12.53,ML,1709597337
399,sao joao da barra,-21.6403,-41.0511,77.36,87,8,9.42,BR,1709597338
400,nadi,-17.8,177.4167,91.4,58,40,3.44,FJ,1709597180
401,kaa-khem,51.6833,94.7333,-2.6,93,100,1.21,RU,1709597339
402,soledar,48.6794,38.089,31.93,82,98,7.54,UA,1709597340
403,kragero,58.8693,9.4149,36.45,82,74,16.4,NO,1709597341
404,sijunjung,-0.6876,100.9537,73.0,98,85,1.74,ID,1709597342
405,severo-yeniseyskiy,60.3725,93.0408,-1.43,99,92,4.0,RU,1709597343
406,mandalgovi,45.7625,106.2708,4.03,94,52,2.64,MN,1709597344
407,ouro sogui,15.6,-13.3167,82.45,14,1,9.71,SN,1709597345
408,port saint john's,-31.6229,29.5448,76.59,77,100,4.16,ZA,1709597346
409,mulayjah,27.271,48.4242,62.2,39,0,9.24,SA,1709597346
410,dunedin,-45.8742,170.5036,50.81,65,100,17.0,NZ,1709597263
411,ust'-ilimsk,58.0006,102.6619,17.44,85,100,5.01,RU,1709597348
412,sandnessjoen,66.0217,12.6316,41.41,65,0,5.75,NO,1709597349
413,ta`u,-14.2336,-169.5144,83.7,77,21,13.73,AS,1709597350
414,mahajanga,-15.7167,46.3167,79.41,89,100,11.41,MG,1709597351
415,buala,-8.145,159.5921,85.42,68,98,5.23,SB,1709597352
416,dinghaicun,26.2847,119.7936,57.4,95,14,4.09,CN,1709597352
417,ofunato,39.0717,141.7167,35.22,50,48,8.37,JP,1709597353
418,gazojak,41.1875,61.4036,37.06,56,1,8.84,TM,1709597354
419,mount pearl,47.5166,-52.7813,24.85,76,3,1.99,CA,1709597249
420,soio,-6.1349,12.3689,80.89,90,98,6.49,AO,1709597356
421,gornozavodsk,58.3758,58.3211,26.13,95,100,9.57,RU,1709597356
422,cromer,52.9312,1.2989,46.08,90,99,12.86,GB,1709597357
